modelo;id_work_center;tiempo;piezas
716B;1;0.075;8
716B;4;0.062;8
716B;6;0.02;5
716B;8;0.112;1
719EST;2;0.06;3
719EST;3;0.089;1
719GL;5;0.051;1
719GL;10;0.03;1
719GL;14;0.043;4
766A;11;0.024;4
766A;2;0.05;1
766A;3;0.108;4
766A;1;0.043;1
766A;4;0.028;1
766A;5;0.095;1
766A;6;0.01;4
766A;10;0.03;1
766A;14;0.043;2
766B;11;0.002;12
766B;3;0.24;3
766B;1;0.057;7
766B;4;0.061;7
766B;6;0.014;3
766B;8;0.077;1
767A;11;0.02;5
767A;2;0.17;7
767A;3;0.108;8
767A;1;0.043;2
767A;4;0.028;2
767A;5;0.095;1
767A;6;0.01;5
767A;10;0.03;1
767A;14;0.043;2
767B;11;0.002;12
767B;3;0.24;3
767B;1;0.057;7
767B;4;0.061;7
767B;6;0.014;3
767B;8;0.077;1
782A;11;0.024;4
782A;3;0.108;4
782A;1;0.043;1
782A;4;0.028;1
782A;5;0.095;1
782A;6;0.01;4
782A;10;0.03;1
782B;11;0.002;12
782B;3;0.24;3
782B;1;0.057;7
782B;4;0.061;7
782B;6;0.014;3
782B;8;0.077;1
783A;11;0.02;5
783A;3;0.108;5
783A;1;0.043;2
783A;4;0.028;2
783A;5;0.095;1
783A;6;0.01;5
783A;10;0.03;1
783A;14;0.043;2
783B;11;0.002;12
783B;3;0.24;3
783B;1;0.057;7
783B;4;0.061;7
783B;6;0.014;3
783B;8;0.077;1
CUBES120120;3;0;4
CUBES120120;1;0.039;1
CUBES120120;4;0.032;1
CUBES120120;5;0.095;1
CUBES120120;6;0;4
CUBES120120;10;0.019;1
CUBES120120;14;0.043;2
CUB12060;1;0.029;1
CUB12060;4;0.022;1
CUB12060;5;0.045;1
CUB12060;10;0.019;1
CUB12060;14;0.043;2
CUBES15060;3;0;4
CUBES15060;1;0.039;1
CUBES15060;4;0.032;1
CUBES15060;5;0.095;1
CUBES15060;6;0;4
CUBES15060;10;0.019;1
CUBES15060;14;0.043;2
CUBP6060;3;0;4
CUBP6060;1;0.029;1
CUBP6060;4;0.022;1
CUBP6060;5;0.095;1
CUBP6060;6;0;4
CUBP6060;10;0.019;1
CUBP6060;14;0.043;2
CUBES9060;3;0;4
CUBES9060;1;0.011;1
CUBES9060;4;0.022;1
CUBES9060;5;0.055;1
CUBES9060;6;0;4
CUBES9060;10;0.019;1
CUBES9060;14;0.043;2
CUBES9090;3;0;4
CUBES9090;1;0.029;1
CUBES9090;4;0.022;1
CUBES9090;5;0.095;1
CUBES9090;6;0;4
CUBES9090;10;0.019;1
CUBES9090;14;0.043;2
CUEL140;11;0.018;3
CUEL140;2;0.066;7
CUEL140;3;0.148;7
CUEL140;1;0.029;2
CUEL140;4;0.032;2
CUEL140;5;0.165;2
CUEL140;6;0.02;7
CUEL140;10;0.109;1
CUEL140;14;0.043;2
E516;11;0.02;1
E516;12;0.15;1
IWBSIA;3;0.057;1
IWBSIA;6;0.0048;1
IWBSIA;10;0.025;1
IWBSIA;14;0.043;2
IWMI;2;0.015;1
IWMI;3;0.0161;1
IWMI;6;0.002;1
IWMI;10;0.0019;1
IWPH;11;0.015;1
IWPH;3;0.035;1
IWPH;6;0.003;1
IWPH;10;0.019;1
IWPH;14;0.023;2
KBS;11;0;4
KBS;2;0;2
KBS;3;0;2
KBS;1;0.022;1
KBS;4;0.036;1
KBS;5;0.095;1
KBS;6;0;2
KBS;10;0.019;1
KBS;14;0.043;2
KLASS01;11;0.0255;8
KLASS01;2;0.07;1
KLASS01;3;0.079;3
KLASS01;1;0.0665;3
KLASS01;4;0.0746;3
KLASS01;5;0.053;3
KLASS01;6;0.049;3
KLASS01;10;0.0577;1
KLASS01;14;0.043;4
KLASS03;3;0.0056;1
KLASS03;1;0.158;12
KLASS03;4;0.1722;12
KLASS03;6;0.0115;1
KLASS03;14;0.0193;4
KLASS03;9;0.441;1
KLASS04;3;0.067;1
KLASS04;1;0.064;9
KLASS04;4;0.24;9
KLASS04;6;0.0048;1
KLASS04;14;0.043;2
KLASS04;9;0.037;1
MOB-14.1;11;0.0138;12
MOB-14.1;3;0.0428;3
MOB-14.1;1;0.0783;7
MOB-14.1;4;0.03;7
MOB-14.1;6;0.014;3
MOB-14.1;8;0.213;1
MOB-01;2;0.24;10
MOB-01;3;0.108;10
MOB-01;1;0.036;14
MOB-01;4;0.072;14
MOB-01;5;0.108;14
MOB-01;6;0.024;10
MOB-01;10;0.72;1
MOB-01;14;0.043;2
MOB-03;1;0.084;76
MOB-03;4;0.023;76
MOB-03;14;0.043;6
MOB-03;9;0.1524;1
MOB05.1-A;11;0.093;1
MOB05.1-A;2;0.11;8
MOB05.1-A;3;0.108;4
MOB05.1-A;1;0.057;2
MOB05.1-A;4;0.022;2
MOB05.1-A;5;0.095;2
MOB05.1-A;6;0.02;5
MOB05.1-A;10;0.102;1
MOB05.1-A;14;0.043;2
MOB05.1-B;11;0.04;15
MOB05.1-B;3;0.078;4
MOB05.1-B;1;0.204;12
MOB05.1-B;4;0.207;12
MOB05.1-B;6;0.014;4
MOB05.1-B;14;0.043;2
MOB05.1-B;9;0.1705;1
MOB06.1-A;11;0.093;1
MOB06.1-A;2;0.11;8
MOB06.1-A;3;0.108;4
MOB06.1-A;1;0.057;2
MOB06.1-A;4;0.022;2
MOB06.1-A;5;0.095;2
MOB06.1-A;6;0.02;5
MOB06.1-A;10;0.102;1
MOB06.1-A;14;0.043;2
MOB06.1-B;11;0.0182;1
MOB06.1-B;2;0.13;2
MOB06.1-B;3;0.13;2
MOB06.1-B;1;0.022;1
MOB06.1-B;4;0.0248;1
MOB06.1-B;5;0.02;1
MOB06.1-B;6;0.008;2
MOB06.1-B;10;0;1
MOB06.1-B;14;0.043;2
MOB06.1-C;11;0.002;18
MOB06.1-C;3;0.078;4
MOB06.1-C;1;0.075;7
MOB06.1-C;4;0.061;7
MOB06.1-C;6;0.002;1
MOB06.1-C;8;0.112;1
MOB06.2-A;11;0.093;1
MOB06.2-A;2;0.11;8
MOB06.2-A;3;0.108;4
MOB06.2-A;1;0.057;2
MOB06.2-A;4;0.022;2
MOB06.2-A;5;0.095;2
MOB06.2-A;6;0.02;5
MOB06.2-A;10;0.102;1
MOB06.2-A;14;0.043;2
MOB06.2-B;11;0.0182;1
MOB06.2-B;2;0.13;2
MOB06.2-B;3;0.13;2
MOB06.2-B;1;0.022;1
MOB06.2-B;4;0.0248;1
MOB06.2-B;5;0.02;1
MOB06.2-B;6;0.008;2
MOB06.2-B;10;0;1
MOB06.2-B;14;0.043;2
MOB06.2-C;3;0.078;4
MOB06.2-C;1;0.075;7
MOB06.2-C;4;0.062;7
MOB06.2-C;6;0.02;5
MOB06.2-C;8;0.112;1
MOB07.1-A;2;0.19;8
MOB07.1-A;3;0.108;4
MOB07.1-A;1;0.043;2
MOB07.1-A;4;0.028;2
MOB07.1-A;5;0.095;2
MOB07.1-A;6;0.0144;4
MOB07.1-A;10;0.026;1
MOB07.1-A;14;0.043;2
MOB07.1-B;11;0.04;14
MOB07.1-B;3;0.078;2
MOB07.1-B;1;0.204;12
MOB07.1-B;4;0.207;12
MOB07.1-B;6;0.01;2
MOB07.1-B;14;0.043;2
MOB07.1-B;9;0.1705;1
MOB07.1-C;11;0.04;15
MOB07.1-C;3;0.078;4
MOB07.1-C;1;0.204;14
MOB07.1-C;4;0.207;14
MOB07.1-C;6;0.014;4
MOB07.1-C;14;0.043;2
MOB07.1-C;9;0.1705;1
MOB07.3-A;2;0.19;8
MOB07.3-A;3;0.108;4
MOB07.3-A;1;0.043;2
MOB07.3-A;4;0.028;2
MOB07.3-A;5;0.095;2
MOB07.3-A;6;0.0144;4
MOB07.3-A;10;0.026;1
MOB07.3-A;14;0.043;2
MOB07.3-B;11;0.04;14
MOB07.3-B;3;0.078;2
MOB07.3-B;1;0.204;12
MOB07.3-B;4;0.207;12
MOB07.3-B;6;0.01;2
MOB07.3-B;14;0.043;2
MOB07.3-B;9;0.1705;1
MOB07.3-C;11;0.04;15
MOB07.3-C;3;0.078;4
MOB07.3-C;1;0.305;18
MOB07.3-C;4;0.31;18
MOB07.3-C;6;0.014;4
MOB07.3-C;14;0.043;2
MOB07.3-C;9;0.1705;1
MOB-08;11;0.278;2
MOB-08;2;0.22;20
MOB-08;3;0.878;4
MOB-08;1;0.282;9
MOB-08;4;0.078;9
MOB-08;5;0.568;10
MOB-08;6;0.02;4
MOB-08;10;0.103;1
MOB-08;14;0.043;2
MOB-09.2;11;0.002;2
MOB-09.2;2;0.44;13
MOB-09.2;3;0.046;7
MOB-09.2;1;0.043;1
MOB-09.2;4;0.191;1
MOB-09.2;5;0.095;1
MOB-09.2;6;0.02;9
MOB-09.2;10;0.102;1
MOB-09.2;14;0.043;2
MOB10-A;2;0.044;4
MOB10-A;3;0.12;1
MOB10-A;1;0.252;13
MOB10-A;4;0.307;13
MOB10-A;6;0.024;1
MOB10-A;14;0.043;2
MOB10-A;9;0.1524;1
MOB10-B;11;0.002;17
MOB10-B;3;0.12;3
MOB10-B;1;0.084;2
MOB10-B;4;0.023;2
MOB10-B;6;0.014;4
MOB10-B;8;0.194;1
MOB10-C;1;0.204;16
MOB10-C;4;0.207;16
MOB10-C;14;0.043;2
MOB10-C;9;0.1069;1
MOB-18;2;0.264;5
MOB-18;3;0.333;1
MOB-18;1;0.03;1
MOB-18;4;0.007;1
MOB-18;5;0.051;1
MOB-18;6;0.02;5
MOB-18;10;0.03;1
MOB-18;14;0.043;2
MOB-19;11;0.011;1
MOB-19;2;0.066;8
MOB-19;3;0.064;4
MOB-19;1;0.029;1
MOB-19;4;0.022;1
MOB-19;5;0.095;1
MOB-19;6;0.02;5
MOB-19;10;0.019;1
MOB-19;14;0.043;2
MOB-23;11;0.093;1
MOB-23;2;0.121;6
MOB-23;3;0.108;4
MOB-23;1;0.057;1
MOB-23;4;0.022;1
MOB-23;5;0.095;1
MOB-23;6;0.02;5
MOB-23;10;0.102;1
MOB-23;14;0.043;2
MUEB120;11;0.012;1
MUEB120;2;0.08;6
MUEB120;3;0.064;4
MUEB120;1;0.029;1
MUEB120;4;0.022;1
MUEB120;5;0.095;1
MUEB120;6;0.02;4
MUEB120;10;0.019;1
MUEB150;11;0.024;2
MUEB150;2;0.08;6
MUEB150;3;0.064;4
MUEB150;1;0.029;1
MUEB150;4;0.022;1
MUEB150;5;0.095;1
MUEB150;6;0.02;4
MUEB150;10;0.019;1
N924;2;0;2
N924;7;0.02404;2
N924;6;0.086;3
N924;14;0.043;1
P120120;11;0.032;4
P120120;2;0.06;3
P120120;3;0.02;2
P120120;1;0.018;4
P120120;7;0.008;1
P120120;6;0.02;6
P12060;11;0.032;4
P12060;2;0.06;3
P12060;3;0;2
P12060;1;0.018;4
P12060;7;0.008;2
P12060;6;0.02;6
P12090;11;0.032;4
P12090;2;0.06;3
P12090;3;0;2
P12090;1;0.018;4
P12090;7;0.008;2
P12090;6;0.02;6
P16060;11;0.032;4
P16060;2;0.06;3
P16060;3;0.02;2
P16060;1;0.018;4
P16060;7;0.008;2
P16060;6;0.02;6
P16075;11;0.032;4
P16075;2;0.06;3
P16075;3;0.02;2
P16075;1;0.018;4
P16075;7;0.008;2
P16075;6;0.02;6
P16090;11;0.032;4
P16090;2;0.06;3
P16090;3;0.02;2
P16090;1;0.018;4
P16090;6;0.02;6
STRC2472;2;0.55;4
STRC2472;3;0.108;4
STRC2472;1;0.052;1
STRC2472;4;0.02;1
STRC2472;5;0.09;1
STRC2472;6;0.02;4
STRC2472;10;0.102;1
STRC2472;14;0.043;2
STRCONTBLSSIT;2;0.72;10
STRCONTBLSSIT;3;0.0322;3
STRCONTBLSSIT;6;0.0205;5
STRCONTBLSSIT;10;0.102;1
STRCONTBLSSIT;14;0.043;2
STRD3060-RE;2;0.53;4
STRD3060-RE;3;0.108;4
STRD3060-RE;1;0.055;2
STRD3060-RE;4;0.019;2
STRD3060-RE;5;0.095;2
STRD3060-RE;6;0.02;4
STRD3060-RE;10;0.102;1
STRD3060-RE;14;0.043;2
STRD3072;2;0.55;4
STRD3072;3;0.108;4
STRD3072;1;0.057;2
STRD3072;4;0.022;2
STRD3072;5;0.095;2
STRD3072;6;0.02;4
STRD3072;10;0.102;1
STRD3072;14;0.043;2
STRHB72;3;0.134;2
STRHB72;1;0.064;9
STRHB72;4;0.24;9
STRHB72;6;0.0092;2
STRHB72;10;0.37;1
STRHB72;14;0.043;2
STRRTHA;3;0;4
STRRTHA;1;0.029;1
STRRTHA;4;0.022;1
STRRTHA;5;0.095;1
STRRTHA;6;0;4
STRRTHA;10;0.019;1
STRRTHA;14;0.043;2
Y-CANALETASENCILLA;11;0.278;1
Y-CANALETASENCILLA;3;0.003;1
Y-CANALETASENCILLA;6;0.038;1
Y-CANALETASENCILLA;10;0.069;1
Y-CANALETASENCILLA;14;0.043;2
STRCONT8;2;0.05;4
STRCONT8;3;0.0322;4
STRCONT8;1;0.057;1
STRCONT8;4;0.022;1
STRCONT8;5;0.095;1
STRCONT8;6;0.02;4
STRCONT8;10;0.102;1
STRCONT8;14;0.043;2
CUBREP120;3;0;4
CUBREP120;1;0.029;1
CUBREP120;4;0.022;1
CUBREP120;5;0.095;1
CUBREP120;6;0;4
CUBREP120;10;0.019;1
CUBREP120;14;0.043;2
1008;11;0.0021;1
1008;2;0.05;2
1008;3;0.055;2
1008;1;0.057;1
1008;4;0.022;1
1008;5;0.095;1
1008;6;0.02;3
1008;10;0.102;1
1008;14;0.043;2
STRCONTBELSIT;11;0.093;4
STRCONTBELSIT;2;0.105;7
STRCONTBELSIT;3;0.0322;7
STRCONTBELSIT;6;0.03;7
STRCONTBELSIT;10;0.1;1
STRCONTBELSIT;14;0.043;2
STRCONTBLSSTAND;11;0.043;2
STRCONTBLSSTAND;2;0.1;3
STRCONTBLSSTAND;3;0.0322;3
STRCONTBLSSTAND;6;0.03;3
STRCONTBLSSTAND;10;0.1;1
STRCONTBLSSTAND;14;0.043;2
STRCONTBELSTAND;11;0.093;4
STRCONTBELSTAND;2;0.145;7
STRCONTBELSTAND;3;0.0322;7
STRCONTBELSTAND;6;0.03;7
STRCONTBELSTAND;10;0.1;1
STRCONTBELSTAND;14;0.043;2
22501001;11;0.0014;1
22501105;11;0.014;1
22501003;11;0.0017;1
22501004;11;0.0017;1
603;11;0.0061;11
603;3;0.078;2
603;1;0.069;7
603;4;0.081;7
603;6;0.014;1
603;9;0.183;1
605;1;0.069;6
605;4;0.081;6
605;9;0.183;1
1156A;2;0.04;4
1156A;3;0.12;1
1156A;1;0.212;12
1156A;4;0.267;12
1156A;6;0.024;1
1156A;9;0.1324;1
1156B;11;0.03;15
1156B;3;0.11;3
1156B;1;0.027;2
1156B;4;0.023;2
1156B;6;0.014;4
1156B;8;0.147;1
328;11;0.0042;1
328;2;0.05;1
328;6;0.005;2
1064;11;0.093;1
1064;2;0.01;5
1064;3;0.1;3
1064;1;0.074;1
1064;4;0.012;1
1064;5;0.075;1
1064;6;0.02;4
1064;10;0.102;1
1064;14;0.043;2
1142;11;0.278;6
1142;2;0.22;23
1142;3;0.282;13
1142;1;0.078;4
1142;4;0.568;4
1142;5;0.38;4
1142;6;0.02;19
1142;10;0.103;1
1142;14;0.043;2
919INT;14;0;1
1098;10;0.019;1
1098;14;0.043;2
1158;1;0.081;8
1158;4;0.032;8
1158;9;0.194;1
1041;11;0.04;18
1041;2;0.019;2
1041;3;0.11;7
1041;1;0.136;10
1041;4;0.6;10
1041;6;0.0096;7
1041;14;0.043;2
1041;8;0;1
1041;9;0.922;1
278;2;0.0309;2
278;3;0.0084;2
278;6;0.005;2
IWUT;6;0.0048;1
1004;2;0.091;5
1004;3;0.108;3
1004;1;0.057;1
1004;4;0.022;1
1004;5;0.095;1
1004;6;0.02;3
1004;10;0.102;1
1004;14;0.043;2
CUBP7560;1;0.035;1
CUBP7560;4;0.029;1
CUBP7560;5;0.095;1
CUBP7560;6;0;4
CUBP7560;10;0.019;1
CUBP7560;14;0.043;2
667;2;0.0205;4
667;3;0.058;4
667;1;0.029;1
667;4;0.022;1
667;5;0.035;1
667;6;0.02;4
667;10;0.019;1
667;14;0.043;2
432;7;0.05;1
552;11;0.016;2
552;2;0.029;5
552;3;0.03;4
552;1;0.214;5
552;4;0.312;4
552;6;0.024;6
552;14;0.043;2
552;9;0.52;1
609;2;0.07;2
609;3;0.063;4
609;1;0.132;7
609;4;0.129;7
609;6;0.0101;4
609;14;0.043;2
609;9;0.561;1
389CC;11;0.0047;1
389CC;2;0.09;1
389CC;6;0.005;2
AP120120;11;0.032;4
AP120120;2;0.06;3
AP120120;3;0.02;2
AP120120;1;0.025;5
AP120120;7;0.008;1
AP120120;6;0.02;6
AP12075;11;0.064;4
AP12075;2;0.06;3
AP12075;3;0;2
AP12075;1;0.025;3
AP12075;7;0.008;1
AP12075;6;0.02;6
AP12090;11;0.032;4
AP12090;2;0.06;3
AP12090;3;0;2
AP12090;1;0.028;5
AP12090;7;0.008;2
AP12090;6;0.02;6
433;7;0.05;1
619;2;0.43;2
619;3;0.11;3
619;1;0.026;1
619;4;0.013;1
619;5;0.191;1
619;6;0.02;3
619;10;0.102;1
619;14;0.043;2
AP12060;11;0.032;4
AP12060;2;0.06;3
AP12060;3;0;2
AP12060;1;0.048;4
AP12060;7;0.008;2
AP12060;6;0.02;6
529;11;0.039;1
529;1;0.066;2
529;4;0.049;2
529;5;0.073;2
529;10;0.057;1
529;14;0.043;2
22501101;11;0.0111;1
DP12060;11;0.032;4
DP12060;2;0.06;3
DP12060;3;0;2
DP12060;1;0.018;2
DP12060;6;0.02;6
P12075;11;0.064;4
P12075;2;0.06;3
P12075;3;0;2
P12075;1;0.015;2
P12075;7;0.008;1
P12075;6;0.02;6
557;11;0.093;4
557;2;0.033;5
557;3;0.134;4
557;1;0.192;3
557;4;0.105;2
557;6;0.019;4
557;14;0.043;2
557;9;0.52;1
296;3;0.01;1
296;6;0.005;2
1010-1;11;0.002;2
1010-1;2;0.24;5
1010-1;3;0.091;3
1010-1;1;0.046;1
1010-1;4;0.043;1
1010-1;5;0.191;1
1010-1;6;0.02;4
1010-1;10;0.102;1
1010-1;14;0.043;2
735;2;0.04;2
735;3;0.03;3
735;1;0.136;4
735;4;0.085;4
735;6;0.0003;3
735;14;0.022;2
735;9;0.5688;1
681;6;0.002;2
681;10;0.019;1
681;14;0.043;2
MOB-09.3;11;0.04;7
MOB-09.3;2;0.54;18
MOB-09.3;3;0.056;10
MOB-09.3;1;0.073;3
MOB-09.3;4;0.191;3
MOB-09.3;5;0.095;3
MOB-09.3;6;0.03;17
MOB-09.3;10;0.382;1
MOB-09.3;14;0.043;4
P160120;11;0.032;4
P160120;2;0.07;3
P160120;3;0;2
P160120;1;0.019;4
P160120;7;0.009;2
P160120;6;0.02;6
624;2;0.286;5
624;3;0.952;7
624;1;0.25;2
624;4;0.568;2
624;5;0.6;2
624;6;0.02;7
624;10;0.069;1
624;14;0.043;2
22501107;11;0.033;1
22901005;2;0.028;2
22901005;3;0.12;1
1007;11;0.0021;1
1007;2;0.06;2
1007;3;0.055;2
1007;1;0.077;1
1007;4;0.042;1
1007;5;0.095;1
1007;6;0.02;3
1007;10;0.102;1
1007;14;0.043;2
MF202N;11;0.045;2
MF202N;3;0.055;1
MF202N;6;0.002;1
MF202N;14;0.043;2
22901003;2;0.018;2
22901003;3;0.039;1
389;11;0.0047;1
389;2;0.09;1
389;6;0.003;1
MOB-11;2;0.264;5
MOB-11;3;0.333;1
MOB-11;1;0.03;1
MOB-11;4;0.007;1
MOB-11;5;0.051;1
MOB-11;6;0.02;5
MOB-11;10;0.03;1
MOB-11;14;0.043;2
22501005;11;0.01;1
22501006;11;0.01;1
1065;11;0.093;1
1065;2;0.01;5
1065;3;0.1;3
1065;1;0.054;1
1065;4;0.01;1
1065;5;0.065;1
1065;6;0.02;4
1065;10;0.102;1
1065;14;0.043;2
238A;11;0.04;15
238A;1;0.031;3
238A;4;0.173;3
238A;14;0.043;2
238A;9;0.164;1
238B;11;0.02;13
238B;3;0.108;3
238B;1;0.05;7
238B;4;0.03;7
238B;6;0.014;4
238B;8;0.077;1
DP120120;11;0.032;4
DP120120;2;0.06;3
DP120120;3;0;2
DP120120;1;0.018;2
DP120120;6;0.02;6
DP160120;11;0.032;4
DP160120;2;0.06;3
DP160120;3;0;2
DP160120;1;0.018;2
DP160120;6;0.02;6
1074;11;0.066;40
1074;2;0.06;2
1074;3;0.049;12
1074;1;0.075;9
1074;4;0.062;9
1074;6;0.01;6
1074;8;0.597;1
551;11;0.036;3
551;2;0.033;3
551;3;0.0976;5
551;1;0.105;3
551;4;0.312;2
551;6;0.019;3
551;14;0.043;2
551;9;0.52;1
1070;11;0.002;18
1070;3;0.078;4
1070;1;0.075;8
1070;4;0.061;8
1070;6;0.019;5
1070;8;0.112;1
1108;2;0.225;13
1108;3;0.11;7
1108;1;0.1213;1
1108;4;0.078;1
1108;5;0.568;1
1108;6;0.02;7
1108;10;0.103;1
1108;14;0.043;2
251;7;0.05;1
444;7;0.05;1
628;2;0.06;2
628;3;0.116;3
628;1;0.067;2
628;4;0.047;2
628;5;0.091;2
628;6;0.0192;5
628;10;0.089;1
628;14;0.043;2
509;2;0.24;10
509;3;0.108;10
509;1;0.036;14
509;4;0.072;14
509;5;0.108;14
509;6;0.024;10
509;10;0.72;1
509;14;0.043;2
1022;2;0.066;2
1022;3;0.09;4
1022;1;0.204;10
1022;4;0.207;10
1022;6;0.01;2
1022;14;0.043;4
1022;9;0.922;1
2009;1;0.188;10
2009;4;0.174;10
2009;14;0.043;2
2009;9;0.799;1
ZU103;11;0.032;1
ZU103;2;0.16;2
ZU103;3;0.26;4
ZU103;1;0.029;1
ZU103;4;0.022;1
ZU103;5;0.095;1
ZU103;6;0.02;4
ZU103;10;0.059;1
ZU139;11;0.012;1
ZU139;2;0.06;2
ZU139;3;0.12;3
ZU139;1;0.029;1
ZU139;4;0.022;1
ZU139;5;0.055;1
ZU139;6;0.02;4
ZU139;10;0.05;1
ZU600;2;0.11;2
ZU600;3;0.1041;3
ZU600;1;0.057;2
ZU600;4;0.022;2
ZU600;5;0.095;2
ZU600;6;0.02;3
ZU600;10;0.102;1
ZU600;14;0.043;2
737;11;0.018;2
737;3;0.138;7
737;1;0.029;2
737;4;0.032;2
737;5;0.165;2
737;6;0.02;7
737;10;0.109;1
742;11;0.012;1
742;3;0.084;4
742;1;0.029;1
742;4;0.022;1
742;5;0.095;1
742;6;0.02;4
742;10;0.019;1
742;14;0.043;2
802;2;0.28;5
802;3;0.159;3
802;1;0.102;3
802;4;0.098;3
802;5;0.08;3
802;6;0.02;3
802;10;0.17;1
802;14;0.043;2
915;7;0.2404;2
915;14;0;1
691;7;0.05;1
22401011;2;0.0053;1
1021;2;0.06;2
1021;3;0.09;4
1021;1;0.2;10
1021;4;0.201;10
1021;6;0.01;2
1021;14;0.043;4
1021;9;0.922;1
2026;11;0.01;2
2026;2;0.06;1
2026;3;0.014;1
2026;6;0.0096;1
2026;14;0.043;2
2026;9;0.064;1
555;11;0.006;4
555;2;0.04;5
555;3;0.026;4
555;1;0.136;3
555;4;0.085;2
555;6;0.041;4
555;14;0.0193;2
555;9;0.2522;1
2002;1;0.128;8
2002;4;0.114;8
2002;14;0.043;2
2002;9;0.779;1
2042;1;0.023;1
2042;4;0.002;1
2042;14;0.023;2
2042;9;0.064;1
554;11;0.016;2
554;2;0.029;5
554;3;0.03;4
554;1;0.434;5
554;4;0.312;4
554;6;0.024;6
554;14;0.043;2
554;9;0.52;1
378;12;0.12;1
378;6;0.04;1
ZUD490;11;0.125;1
ZUD490;3;0.23;7
ZUD490;1;0.28;4
ZUD490;4;0.153;3
ZUD490;6;0.09;2
ZUD490;10;0.026;1
ZUD490;14;0.043;2
ZUD490;9;0.315;1
ZUC2903;11;0.016;2
ZUC2903;2;0.029;5
ZUC2903;3;0.03;4
ZUC2903;1;0.234;5
ZUC2903;4;0.312;4
ZUC2903;6;0.024;6
ZUC2903;14;0.043;2
ZUC2903;9;0.52;1
ZU757;11;0.0576;2
ZU757;3;0.1728;1
ZU757;1;0.234;9
ZU757;4;0.312;9
ZU757;6;0.024;1
ZU757;14;0.043;2
ZU757;9;0.3456;1
ZU3103;11;0.016;2
ZU3103;2;0.029;5
ZU3103;3;0.03;4
ZU3103;1;0.214;5
ZU3103;4;0.312;4
ZU3103;6;0.024;6
ZU3103;14;0.043;2
ZU3103;9;0.52;1
117;11;0.052;3
117;2;0.046;2
117;3;0.094;4
117;1;0.036;1
117;4;0.031;1
117;5;0.095;1
117;6;0.05;4
117;10;0.32;1
117;14;0.043;2
127SKT;11;0.032;2
127SKT;2;0.036;1
127SKT;3;0.074;2
127SKT;1;0.026;1
127SKT;4;0.021;1
127SKT;5;0.015;1
127SKT;6;0.005;3
127SKT;10;0.12;1
127SKT;14;0.023;2
22901002;2;0.013;2
22901002;3;0.049;1
22501007;11;0.001;1
616;10;0.01;1
616;14;0.083;2
553;11;0.036;3
553;2;0.033;3
553;3;0.0976;5
553;1;0.105;3
553;4;0.312;2
553;6;0.019;3
553;14;0.043;2
553;9;0.52;1
1032;11;0.04;18
1032;2;0.019;2
1032;3;0.11;7
1032;1;0.136;10
1032;4;0.6;10
1032;6;0.0096;7
1032;14;0.043;4
1032;8;0;1
1032;9;0.922;1
2004;1;0.139;8
2004;4;0.2406;8
2004;5;0.0854;8
2004;14;0.034;2
2004;9;0.5607;1
212;11;0.0387;1
212;2;0.037;2
212;6;0.0168;1
212;14;0.0101;2
212;9;0.037;1
1011-1;11;0.002;2
1011-1;2;0.35;9
1011-1;3;0.12;3
1011-1;1;0.24;2
1011-1;4;0.032;2
1011-1;5;0.03;1
1011-1;6;0.019;5
1011-1;10;0.0096;1
1011-1;14;0.043;2
1026;2;0.066;2
1026;3;0.09;4
1026;1;0.282;8
1026;4;0.301;8
1026;6;0.01;2
1026;14;0.043;2
1026;9;0.922;1
1012-1;11;0.002;2
1012-1;2;0.35;5
1012-1;3;0.108;3
1012-1;1;0.24;1
1012-1;4;0.022;1
1012-1;5;0.03;1
1012-1;6;0.019;5
1012-1;10;0.0096;1
1012-1;14;0.043;2
313;11;0.2;52
313;3;0.12;4
313;1;0.25;10
313;4;0.19;10
313;6;0.07;5
313;8;0.6;1
533;1;0.72;16
533;4;0.506;16
533;14;0.17;2
533;9;0.85;1
MOB-04.1;1;0.22;39
MOB-04.1;4;0.19;39
MOB-04.1;9;0.19;1
429;7;0.05;1
1002;11;0.0178;1
1002;2;0.0915;2
1002;3;0.0608;4
1002;1;0.0286;2
1002;4;0.0317;2
1002;5;0.0265;2
1002;6;0.041;5
1002;10;0.0577;1
1002;14;0.0193;2
IW12060;11;0.032;4
IW12060;2;0.06;3
IW12060;3;0;1
IW12060;1;0.018;4
IW12060;7;0.008;2
IW12060;6;0.02;6
IW160120;11;0.092;4
IW160120;2;0.06;3
IW160120;3;0;1
IW160120;1;0.018;4
IW160120;7;0.008;2
IW160120;6;0.02;6
IW16075;11;0.032;4
IW16075;2;0.06;3
IW16075;3;0;1
IW16075;1;0.018;4
IW16075;7;0.008;2
IW16075;6;0.02;6
1112;11;0.1;18
1112;3;0.04;2
1112;1;0.11;17
1112;4;0.04;17
1112;6;0.04;2
1112;8;0.26;1
919;7;0.120228571;1
PIW12075;11;0.064;4
PIW12075;2;0.06;3
PIW12075;3;0;2
PIW12075;1;0.015;2
PIW12075;7;0.008;1
PIW12075;6;0.02;6
236A;11;0.04;6
236A;1;0.031;3
236A;4;0.173;3
236A;14;0.043;2
236A;9;0.164;1
236B;11;0.02;13
236B;3;0.108;3
236B;1;0.05;7
236B;4;0.03;7
236B;6;0.014;4
236B;8;0.077;1
IW12090;11;0.032;4
